combination_index,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,answer_signature,selected_option_ids,top_idol_id,top_idol_name,score,confidence,matched_tags,top_user_tags
509207965,B,D,C,B,B,C,B,D,C,B,B,C,B,D,B,BDCBBCBDCBBCBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-b|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-b|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-b,蔡徐坤,蔡徐坤,67,59,清冷|养成系|舞台型|演员型|高级感,清冷|反差型|舞台型|热血|创作型|收藏型|养成系|演员型
509470173,B,D,C,B,B,D,B,D,C,B,B,D,B,D,B,BDCBBDBDCBBDBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-b|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-b|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-b,刘耀文,刘耀文,72,58,热血|养成系|舞台型,热血|反差型|养成系|舞台型|清冷|收藏型|演员型|创作型
509732381,B,D,C,B,C,A,B,D,C,B,C,A,B,D,B,BDCBCABDCBCABDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-c|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-c|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-b,蔡徐坤,蔡徐坤,68,60,清冷|养成系|舞台型|演员型|高级感,反差型|舞台型|热血|清冷|收藏型|演员型|搞笑|养成系
509994589,B,D,C,B,C,B,B,D,C,B,C,B,B,D,B,BDCBCBBDCBCBBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-c|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-c|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-b,范丞丞,范丞丞,69,60,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|演员型|反差型|收藏型|作品型|搞笑|清冷
510256797,B,D,C,B,C,C,B,D,C,B,C,C,B,D,B,BDCBCCBDCBCCBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-c|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-c|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-b,范丞丞,范丞丞,73,63,热血|搞笑|养成系|演员型|综艺型,搞笑|反差型|舞台型|热血|清冷|收藏型|演员型|综艺型
510519005,B,D,C,B,C,D,B,D,C,B,C,D,B,D,B,BDCBCDBDCBCDBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-c|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-c|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-b,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,热血|反差型|养成系|舞台型|搞笑|综艺型|收藏型|演员型
510781213,B,D,C,B,D,A,B,D,C,B,D,A,B,D,B,BDCBDABDCBDABDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-d|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-d|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-b,刘耀文,刘耀文,74,59,热血|养成系|舞台型,舞台型|反差型|热血|养成系|清冷|收藏型|演员型|甜酷
511043421,B,D,C,B,D,B,B,D,C,B,D,B,B,D,B,BDCBDBBDCBDBBDB,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-d|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-d|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-b,刘耀文,刘耀文,78,62,热血|养成系|舞台型,舞台型|热血|反差型|养成系|演员型|收藏型|作品型|清冷
511305630,B,D,C,B,D,C,B,D,C,B,D,C,B,D,C,BDCBDCBDCBDCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-d|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-d|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,刘耀文,刘耀文,74,59,热血|养成系|舞台型,舞台型|热血|反差型|养成系|清冷|收藏型|搞笑|综艺型
511567838,B,D,C,B,D,D,B,D,C,B,D,D,B,D,C,BDCBDDBDCBDDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-b|works-01-d|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-b|contrast-01-d|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,刘耀文,刘耀文,81,64,热血|养成系|舞台型,养成系|热血|舞台型|反差型|收藏型|综艺型|清冷|搞笑
511830046,B,D,C,C,A,A,B,D,C,C,A,A,B,D,C,BDCCAABDCCAABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-a|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-a|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,蔡徐坤,蔡徐坤,65,58,清冷|养成系|舞台型|演员型|高级感,反差型|收藏型|清冷|甜酷|高级感|舞台型|陪伴型|养成系
512092254,B,D,C,C,A,B,B,D,C,C,A,B,B,D,C,BDCCABBDCCABBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-a|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-a|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,蔡徐坤,蔡徐坤,67,59,清冷|养成系|舞台型|演员型|高级感,反差型|收藏型|演员型|热血|甜酷|高级感|舞台型|陪伴型
512354462,B,D,C,C,A,C,B,D,C,C,A,C,B,D,C,BDCCACBDCCACBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-a|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-a|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,64,57,热血|搞笑|养成系|演员型|综艺型,反差型|收藏型|搞笑|清冷|甜酷|高级感|陪伴型|综艺型
512616670,B,D,C,C,A,D,B,D,C,C,A,D,B,D,C,BDCCADBDCCADBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-a|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-a|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,69,60,热血|搞笑|养成系|演员型|综艺型,反差型|收藏型|养成系|搞笑|甜酷|高级感|综艺型|热血
512878878,B,D,C,C,B,A,B,D,C,C,B,A,B,D,C,BDCCBABDCCBABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-b|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-b|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,70,59,清冷|搞笑|实力派|反差型,反差型|清冷|收藏型|高级感|舞台型|陪伴型|养成系|搞笑
513141086,B,D,C,C,B,B,B,D,C,C,B,B,B,D,C,BDCCBBBDCCBBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-b|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-b|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,蔡徐坤,蔡徐坤,66,58,清冷|养成系|舞台型|演员型|高级感,反差型|收藏型|热血|清冷|高级感|舞台型|陪伴型|养成系
513403294,B,D,C,C,B,C,B,D,C,C,B,C,B,D,C,BDCCBCBDCCBCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-b|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-b|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,70,59,清冷|搞笑|实力派|反差型,清冷|反差型|收藏型|搞笑|创作型|高级感|陪伴型|综艺型
513665502,B,D,C,C,B,D,B,D,C,C,B,D,B,D,C,BDCCBDBDCCBDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-b|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-b|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,65,55,清冷|搞笑|实力派|反差型,反差型|收藏型|养成系|清冷|搞笑|高级感|综艺型|热血
513927710,B,D,C,C,C,A,B,D,C,C,C,A,B,D,C,BDCCCABDCCCABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-c|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-c|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,beomgyu-崔杋圭,Beomgyu 崔杋圭,65,55,搞笑|养成系|舞台型|综艺型,反差型|搞笑|收藏型|清冷|高级感|舞台型|综艺型|陪伴型
514189918,B,D,C,C,C,B,B,D,C,C,C,B,B,D,C,BDCCCBBDCCCBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-c|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-c|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,72,62,热血|搞笑|养成系|演员型|综艺型,搞笑|反差型|收藏型|热血|高级感|舞台型|综艺型|陪伴型
514452126,B,D,C,C,C,C,B,D,C,C,C,C,B,D,C,BDCCCCBDCCCCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-c|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-c|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,岸优太-yuta-kishi,岸优太 Yuta Kishi,73,56,搞笑|综艺型,搞笑|综艺型|反差型|收藏型|清冷|高级感|陪伴型|养成系
514714334,B,D,C,C,C,D,B,D,C,C,C,D,B,D,C,BDCCCDBDCCCDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-c|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-c|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,75,65,热血|搞笑|养成系|演员型|综艺型,搞笑|综艺型|反差型|收藏型|养成系|高级感|热血|陪伴型
514976542,B,D,C,C,D,A,B,D,C,C,D,A,B,D,C,BDCCDABDCCDABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-d|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-d|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,严浩翔,严浩翔,70,59,实力派|养成系|舞台型|反差型,反差型|舞台型|收藏型|养成系|清冷|高级感|热血|陪伴型
515238750,B,D,C,C,D,B,B,D,C,C,D,B,B,D,C,BDCCDBBDCCDBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-d|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-d|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,刘耀文,刘耀文,72,58,热血|养成系|舞台型,热血|舞台型|反差型|收藏型|养成系|高级感|陪伴型|清冷
515500958,B,D,C,C,D,C,B,D,C,C,D,C,B,D,C,BDCCDCBDCCDCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-d|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-d|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,beomgyu-崔杋圭,Beomgyu 崔杋圭,68,57,搞笑|养成系|舞台型|综艺型,反差型|收藏型|养成系|搞笑|清冷|高级感|舞台型|热血
515763166,B,D,C,C,D,D,B,D,C,C,D,D,B,D,C,BDCCDDBDCCDDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-c|works-01-d|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-c|contrast-01-d|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,beomgyu-崔杋圭,Beomgyu 崔杋圭,72,60,搞笑|养成系|舞台型|综艺型,养成系|反差型|收藏型|热血|搞笑|高级感|舞台型|综艺型
516025374,B,D,C,D,A,A,B,D,C,D,A,A,B,D,C,BDCDAABDCDAABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-a|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-a|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,ado,Ado,67,54,热血|反差型|线下应援型,反差型|热血|清冷|甜酷|收藏型|舞台型|搞笑|综艺型
516287582,B,D,C,D,A,B,B,D,C,D,A,B,B,D,C,BDCDABBDCDABBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-a|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-a|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,70,61,热血|搞笑|养成系|演员型|综艺型,热血|反差型|演员型|甜酷|收藏型|舞台型|作品型|清冷
516549790,B,D,C,D,A,C,B,D,C,D,A,C,B,D,C,BDCDACBDCDACBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-a|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-a|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,72,62,热血|搞笑|养成系|演员型|综艺型,反差型|搞笑|热血|综艺型|清冷|甜酷|收藏型|养成系
516811998,B,D,C,D,A,D,B,D,C,D,A,D,B,D,C,BDCDADBDCDADBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-a|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-a|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,76,65,热血|搞笑|养成系|演员型|综艺型,热血|反差型|综艺型|养成系|搞笑|甜酷|收藏型|清冷
517074206,B,D,C,D,B,A,B,D,C,D,B,A,B,D,C,BDCDBABDCDBABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-b|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-b|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,71,59,清冷|搞笑|实力派|反差型,反差型|清冷|热血|收藏型|舞台型|搞笑|综艺型|养成系
517336414,B,D,C,D,B,B,B,D,C,D,B,B,B,D,C,BDCDBBBDCDBBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-b|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-b|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,changbin-徐彰彬,Changbin 徐彰彬,70,61,热血|搞笑|实力派|反差型|创作型,热血|反差型|清冷|收藏型|舞台型|搞笑|综艺型|养成系
517598622,B,D,C,D,B,C,B,D,C,D,B,C,B,D,C,BDCDBCBDCDBCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-b|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-b|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,changbin-徐彰彬,Changbin 徐彰彬,73,63,热血|搞笑|实力派|反差型|创作型,清冷|搞笑|反差型|热血|综艺型|创作型|收藏型|养成系
517860830,B,D,C,D,B,D,B,D,C,D,B,D,B,D,C,BDCDBDBDCDBDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-b|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-b|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,changbin-徐彰彬,Changbin 徐彰彬,70,61,热血|搞笑|实力派|反差型|创作型,热血|综艺型|反差型|养成系|搞笑|清冷|收藏型|创作型
518123038,B,D,C,D,C,A,B,D,C,D,C,A,B,D,C,BDCDCABDCDCABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-c|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-c|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,69,60,热血|搞笑|养成系|演员型|综艺型,反差型|搞笑|综艺型|热血|清冷|收藏型|舞台型|养成系
518385246,B,D,C,D,C,B,B,D,C,D,C,B,B,D,C,BDCDCBBDCDCBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-c|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-c|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,79,67,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|综艺型|反差型|收藏型|舞台型|演员型|清冷
518647454,B,D,C,D,C,C,B,D,C,D,C,C,B,D,C,BDCDCCBDCDCCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-c|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-c|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,搞笑|综艺型|反差型|热血|清冷|收藏型|养成系|甜酷
518909662,B,D,C,D,C,D,B,D,C,D,C,D,B,D,C,BDCDCDBDCDCDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-c|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-c|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,80,68,热血|搞笑|养成系|演员型|综艺型,搞笑|综艺型|热血|反差型|养成系|收藏型|清冷|甜酷
519171870,B,D,C,D,D,A,B,D,C,D,D,A,B,D,C,BDCDDABDCDDABDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-d|works-03-a|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-d|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,刘耀文,刘耀文,70,56,热血|养成系|舞台型,反差型|热血|舞台型|养成系|清冷|收藏型|搞笑|综艺型
519434078,B,D,C,D,D,B,B,D,C,D,D,B,B,D,C,BDCDDBBDCDDBBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-d|works-03-b|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-d|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|反差型|养成系|收藏型|清冷|搞笑|综艺型
519696286,B,D,C,D,D,C,B,D,C,D,D,C,B,D,C,BDCDDCBDCDDCBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-d|works-03-c|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-d|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,beomgyu-崔杋圭,Beomgyu 崔杋圭,73,61,搞笑|养成系|舞台型|综艺型,热血|搞笑|反差型|养成系|综艺型|清冷|收藏型|舞台型
519958494,B,D,C,D,D,D,B,D,C,D,D,D,B,D,C,BDCDDDBDCDDDBDC,visual-01-b|visual-03-d|stage-01-c|stage-03-d|works-01-d|works-03-d|personality-01-b|personality-03-d|companionship-01-c|companionship-03-d|contrast-01-d|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,beomgyu-崔杋圭,Beomgyu 崔杋圭,75,62,搞笑|养成系|舞台型|综艺型,养成系|热血|综艺型|反差型|搞笑|收藏型|舞台型|清冷
520220702,B,D,D,A,A,A,B,D,D,A,A,A,B,D,C,BDDAAABDDAAABDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-a|works-03-a|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-a|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,70,59,清冷|搞笑|实力派|反差型,反差型|清冷|舞台型|陪伴型|甜酷|收藏型|搞笑|综艺型
520482910,B,D,D,A,A,B,B,D,D,A,A,B,B,D,C,BDDAABBDDAABBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-a|works-03-b|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-a|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,檀健次,檀健次,66,58,温柔|舞台型|演员型|陪伴型|反差型,反差型|舞台型|演员型|热血|陪伴型|甜酷|收藏型|清冷
520745118,B,D,D,A,A,C,B,D,D,A,A,C,B,D,C,BDDAACBDDAACBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-a|works-03-c|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-a|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,70,59,清冷|搞笑|实力派|反差型,反差型|搞笑|综艺型|清冷|陪伴型|甜酷|收藏型|舞台型
521007326,B,D,D,A,A,D,B,D,D,A,A,D,B,D,C,BDDAADBDDAADBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-a|works-03-d|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-a|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,范丞丞,范丞丞,70,61,热血|搞笑|养成系|演员型|综艺型,反差型|综艺型|搞笑|陪伴型|甜酷|收藏型|热血|清冷
521269534,B,D,D,A,B,A,B,D,D,A,B,A,B,D,C,BDDABABDDABABDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-b|works-03-a|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-b|contrast-04-a|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,75,62,清冷|搞笑|实力派|反差型,反差型|清冷|舞台型|陪伴型|收藏型|实力派|搞笑|综艺型
521531742,B,D,D,A,B,B,B,D,D,A,B,B,B,D,C,BDDABBBDDABBBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-b|works-03-b|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-b|contrast-04-b|spend-01-b|interaction-01-d|interaction-05-c,changbin-徐彰彬,Changbin 徐彰彬,70,61,热血|搞笑|实力派|反差型|创作型,反差型|清冷|舞台型|热血|陪伴型|收藏型|实力派|搞笑
521793950,B,D,D,A,B,C,B,D,D,A,B,C,B,D,C,BDDABCBDDABCBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-b|works-03-c|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-b|contrast-04-c|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,74,61,清冷|搞笑|实力派|反差型,清冷|搞笑|反差型|综艺型|创作型|陪伴型|收藏型|实力派
522056158,B,D,D,A,B,D,B,D,D,A,B,D,B,D,C,BDDABDBDDABDBDC,visual-01-b|visual-03-d|stage-01-d|stage-03-a|works-01-b|works-03-d|personality-01-b|personality-03-d|companionship-01-d|companionship-03-a|contrast-01-b|contrast-04-d|spend-01-b|interaction-01-d|interaction-05-c,lee-know-李旻浩,Lee Know 李旻浩,71,59,清冷|搞笑|实力派|反差型,综艺型|反差型|清冷|搞笑|陪伴型|收藏型|实力派|热血
